"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"166" -14.1318394814063 -13.215574001017 -8.85322724153512 -11.7091718866242 -9.35931182479408 -19.2072550077315 -16.0498641441381 -11.2142799742007 -10.9548397378321 -11.1856713946458 -9.33008957136039 -11.973998657005 -6.35127855942537 -9.78032354058409 -13.5384059836502 -18.0908667434158 -14.6365561999136 -9.96597812139215 -14.2991595604618 -12.5910093505137 -17.1862117928932 -10.8624563759794 -13.5447686725111 -9.23992345247735 -9.24422682144059 -10.7241671902197 -13.7246453186274 -6.81278795736144 -10.3602475158402 -12.8848758721888 -11.5170205142737 -11.7098760379415 -17.2872885600437 -18.462059000363 -15.7744582885338 -9.53003263681167 -8.1408518520055 -12.1908425426298 -17.5576375865091 -6.67179059141323 -11.1990850802284 -12.5054888814777 -14.5001563393724 -11.6192588752424 -14.0614862270471 -9.06814166397292 -11.2399461650794 -15.9734226524373 -11.080018340771 -12.8968621251288 -13.8150110423982 -11.5225493457789 -9.23614793606682 -12.7979631858108 -13.3269600667339 -14.8008193594553 -10.0663438524585 -12.6996992543987 -11.993716706647 -9.79249846221593 -12.1906162875794 -12.0140754700488 -12.9468254446816 -9.68627827042905 -7.03498628532431 -10.5574054848358 -14.09108489935 -6.09421911250152 -15.1633157879852 -16.1448156529904 -6.69967640316274 -14.7354942735853 -13.8893873302112 -11.4280369898398 -12.4748111157165 -16.5687740101586 -14.7198611078904 -8.82307975261594 -7.35377487381712 -14.1705096874493 -9.5070362570397 -8.25978360430382 -9.11378057228105 -11.6100489776148 -13.1260257185999 -13.2379554065395 -13.4115277063564 -18.9837654306586 -9.59500969310432 -11.7375169285242 -12.480894690947 -12.022787647822 -13.0758525548598 -9.46193750568325 -5.61923407533578 -5.5560986989087 -16.5811916112798 -10.1320215632468 -6.3942311801886 -14.8723117808587
"167" -14.1209186116235 -13.0752055404452 -8.46186991318369 -11.6175570231156 -9.35377581181158 -19.2084659315002 -15.992447214496 -11.1007732467918 -10.9053966840813 -11.165981776793 -9.29352660106804 -11.9346131015521 -6.34721231721649 -9.78579456832938 -13.4816141198527 -17.9348493673631 -14.4439842172918 -9.93077326967473 -14.2995250247724 -12.577455658544 -17.0836960799111 -10.8126466507272 -13.5497204138415 -9.09211026803503 -9.24943795451951 -10.5367323633396 -13.719041889262 -6.81053631300141 -10.3238620556015 -12.8849126191638 -11.5171854052832 -11.585087405037 -16.6355184817269 -18.468349457835 -15.7805945081765 -9.53415424001756 -8.11265251464228 -12.1917569596536 -17.4748795618045 -6.66145533302922 -11.0860589637119 -12.4638192705554 -14.4819538822382 -11.6159521813863 -14.0615626755114 -9.07395072969988 -11.2380240964848 -15.9692754186235 -11.0617334824521 -12.8985572888311 -13.6369278553241 -11.2176993744967 -9.23868938468686 -12.7808586640477 -13.228826035562 -14.7875171209035 -10.0277759446707 -12.690188074049 -11.9797584421282 -9.77259698453212 -12.1692190348881 -11.3534887242876 -12.9475945709218 -9.69078078268448 -7.0402209873657 -10.5192318907462 -13.916103665856 -6.09593703832718 -15.0691668813616 -15.9997081287723 -6.69869692327323 -14.508863961145 -13.8953960481765 -11.1291046069416 -12.3893517207008 -16.5643953340053 -14.5630329773572 -8.79931577082629 -7.34220131327925 -14.1732967119724 -9.34540498807104 -8.2387859849699 -9.05625945264896 -11.6102116691368 -13.1149792886312 -13.1590274333206 -13.3740414863595 -18.9638524277397 -9.36702502859448 -11.7007591741868 -12.4823403142342 -11.8806758217878 -13.0759350978764 -9.4452676647754 -5.62461454047245 -5.50483260167467 -16.5814190426609 -10.0832513817813 -6.37444399417133 -14.8207013488169
"168" -14.2286271028463 -13.1123945794151 -8.60457209184997 -11.6492547269157 -9.07295140747719 -19.3304135460898 -16.0862366387896 -11.1844088905401 -10.4418926203917 -11.239894092458 -9.07510487008629 -12.0443385498886 -6.40538330498233 -9.87339753343466 -13.6250920685548 -18.0846660722276 -14.5795497159474 -10.0749373149824 -14.0338373538912 -12.5602953785058 -17.0245004853447 -10.8051149710664 -13.4580108172857 -9.12686783765537 -9.07217487923861 -10.5531510937788 -13.6217017777039 -6.7418348841932 -10.4663712402002 -12.9068327386842 -11.6297848281214 -11.0970432180447 -16.4082539491529 -18.4538479212747 -15.8673442832295 -9.59044955863386 -8.0198062838595 -12.2361690838772 -17.4675491277149 -6.41593094132979 -11.2139200964566 -12.6019900891734 -14.295682563875 -11.2268247506217 -13.6076806827135 -9.10291162327754 -11.383000878228 -15.4960202009742 -10.7506801782234 -12.3802082766941 -13.7646429537836 -11.0271706367062 -9.35476868084255 -12.9298502347428 -13.3709936050836 -14.7402516877301 -10.1317567177582 -12.1768996545497 -11.7584729377653 -9.62512054068016 -12.2869322258599 -11.3242300011063 -12.7481280291241 -9.36461675782356 -7.07985549882733 -10.5629687507241 -14.0676259606157 -6.08644474079763 -14.9287399216952 -16.0951986509054 -6.61444610085438 -14.6339996694457 -14.0452273819369 -11.2751308901701 -12.1796640613379 -16.6285159243015 -14.6079320973528 -8.91338232725198 -7.42680726062439 -14.3253024342848 -9.48677720802875 -8.18641473716819 -9.20070715973338 -11.7511536213861 -13.0110319759409 -13.174785321275 -13.509442453639 -18.8514843397139 -9.5087933686504 -11.8110070019807 -12.4370575895372 -11.9532367694728 -12.9744501302386 -9.16848946931701 -5.68089249538002 -5.611621326047 -16.5136310672284 -10.0454858883562 -6.51525077267552 -14.8374246047607
"169" -14.2132507914664 -13.1238067109591 -8.59717217097724 -11.5997942031272 -8.99353423499751 -19.0912852351045 -16.0512866092268 -11.198002661425 -10.4163614921426 -11.2308549795883 -9.05453813347286 -12.0553658159215 -6.37823545235494 -9.60712335245533 -13.6377954989748 -18.0996726011065 -14.5910334878391 -10.089059441541 -13.9338357693156 -12.4497862492664 -17.0213698547784 -10.7475686754447 -13.3389169091532 -8.82375986156401 -8.99859546008313 -10.5183564414425 -13.634987671555 -6.71573948368984 -10.4807346514141 -12.8524513128833 -11.5235992429625 -11.0443414461922 -16.1480248072 -18.4029221009398 -15.859730683118 -9.53791731148024 -7.76306715387676 -12.2152312810321 -17.4719356691568 -6.24927109480424 -11.218353597875 -12.5040364290004 -14.0130393843984 -11.2357983984013 -13.5684603674711 -9.087518712995 -11.3939059783934 -15.4500680007511 -10.7646330404961 -12.235822365949 -13.5175552562266 -11.0184983608884 -9.34624185425021 -12.6773211482381 -13.3691620549715 -14.6019403523197 -10.1458362424395 -12.07492733524 -11.7645876970798 -9.54049793512108 -11.9419375309972 -11.3212621167319 -12.5255783938548 -9.31098520901739 -7.04800993491266 -10.4826291887097 -14.0754520932475 -6.08653074760428 -14.9281981549625 -16.0867330816304 -6.6255552122539 -14.1990040708288 -14.045776423013 -11.2751660822084 -12.1307787982339 -16.2082156305886 -14.5740268877294 -8.92749722221382 -7.43848429881691 -14.3132507338625 -9.50128222819662 -8.18439573823533 -9.02699295120506 -11.710226406869 -12.9907689094201 -13.0565123443478 -13.5049484579026 -18.7006406680333 -9.51796497341593 -11.7826884412911 -12.4415344668725 -11.8928288221838 -12.7490013547123 -9.09776259300901 -5.68030958378891 -5.40379032169398 -16.457046168535 -10.0573293115077 -6.51717120126005 -14.5613431453357
"170" -14.2265144392206 -13.4480940391522 -8.31081433427248 -11.8664072745672 -9.03989988393923 -19.1511576054554 -16.219159264025 -11.7260824131224 -10.3541515298849 -11.0899260107975 -9.01580156237636 -12.045636851678 -6.54106756420447 -9.1459328713116 -13.6774611193329 -17.9770668289795 -14.4739630393424 -9.63113831552631 -13.0873365854725 -11.9293473931679 -16.6069496051723 -10.3067570073474 -13.2499854775747 -8.68980826347983 -8.25552400935687 -10.3318718562886 -13.2267913055898 -6.61557484919486 -10.590163067115 -12.6834675057693 -11.4554842307277 -11.1632261073772 -15.9665705062117 -18.3298199373314 -15.4823933978838 -9.35775200659987 -7.66701864171677 -12.5955817466268 -17.8673349886043 -6.46414397187332 -11.5626962660907 -12.2901146735968 -14.3254787254303 -11.219859781512 -13.8623976576218 -8.44210858288115 -11.8533482123564 -15.7376366494622 -11.0832189231892 -11.8992120136064 -13.8212920714469 -11.1058412669525 -9.62746897410764 -12.8808435090901 -13.4169673080671 -15.09775469295 -10.5449939089116 -12.0346759752036 -11.7938168461196 -9.42292386428367 -10.9659308208626 -10.9143957516093 -12.7571323473502 -9.57157057018587 -6.75547015559874 -10.4213775143632 -14.4037815746206 -5.93155297385122 -15.2696761015817 -15.9344221362149 -6.69368141661084 -13.2027336667524 -13.4805221439533 -11.7854922956773 -11.8827717961281 -15.8119577596953 -14.7911411106398 -9.02559852902669 -6.24287419434206 -14.3856759359501 -9.71307480551835 -8.51878052003268 -8.86386060538822 -12.1707963152132 -12.6778450047076 -12.2860197957439 -13.5316011692564 -18.6364720376378 -9.83491775109107 -12.0934550206739 -12.3765667619549 -12.1026055043621 -12.5345401596703 -8.94802366974976 -6.02371375224313 -5.48713858400749 -15.3470248469471 -10.1114901930144 -6.22065736286981 -13.9420148483699
"171" -14.2379411170264 -13.4798596108455 -8.39891572269278 -11.849672320011 -8.99986881255521 -19.3077243122264 -16.2612210785375 -11.8638190156083 -10.2832745989832 -10.8851623288093 -9.04920329156145 -11.9335883939175 -6.68075930140464 -9.29142809806813 -13.8256566958888 -18.0752043093274 -14.6234190567302 -9.78013666128783 -13.186938556304 -11.9688471427337 -16.7653364346461 -10.2576943336427 -13.377569322854 -8.79497146802468 -8.30145518150687 -10.2875815477514 -13.2425479448441 -6.34022397525018 -10.6736418208412 -12.7668679776241 -11.1145211783825 -11.0575669942696 -15.577500069763 -18.4342695611241 -15.2953421552903 -9.30803150175878 -7.62681027994843 -12.4095400043167 -17.8598202905596 -6.33356774997038 -11.7021050442666 -12.2885116377917 -14.4469295608862 -11.1394451369557 -14.0051695804543 -8.57100508217599 -11.9146626444677 -15.5955342023494 -11.1712107061668 -11.9189230412224 -13.8973643465309 -11.2252657000756 -9.7119985767514 -13.0273832992938 -13.2069826531405 -14.9625499814271 -10.3308004682247 -12.102236967987 -11.7641352887115 -8.85244184077179 -11.0820082799934 -10.4306439496591 -12.8931567087333 -9.65239865819321 -6.77114893450401 -10.5305290339676 -14.4068300490469 -5.79806597774126 -15.1598439188929 -15.9604546230347 -6.71180994729901 -13.3221380650572 -13.6298344080613 -11.6851215990327 -11.7856729271013 -15.9635723298487 -14.8671200471223 -9.02088994984813 -6.17302271848594 -14.4167715149227 -9.85330170929615 -8.60403666973182 -8.97968529822668 -12.0570562240803 -12.6924752534202 -12.2300131036993 -13.5942335245611 -18.1436514771917 -9.78344061394953 -12.1719255241061 -12.017492623466 -11.832654406735 -12.5287382211576 -9.00978287583489 -6.11593953678959 -5.41416133208592 -15.3739194123707 -10.2558429456544 -6.36350405364614 -14.0968756070157
"172" -14.2508806077702 -13.4922223768976 -8.32182861437114 -11.8582610476191 -8.98142688609445 -19.3235090547331 -16.2617178347608 -11.8768776074636 -10.2809961202726 -10.8751364597792 -9.0513222482455 -11.8107057244956 -6.61002371603934 -9.29939791492647 -13.7181780572049 -17.8429004176501 -14.6248222488252 -9.7836630820848 -13.1833129022098 -11.8632524592181 -16.6678961207438 -10.2081721580353 -13.3624618900561 -8.39996786083228 -8.30460916029954 -10.3015089653061 -13.2236937584128 -6.35292926187387 -10.6890470166569 -12.7624212387788 -10.9987354286311 -10.9863488809822 -15.5890230584988 -18.4034663016478 -15.2544626951985 -9.31139286823912 -7.55205620556376 -12.3990902055472 -17.7306644275608 -6.34068293703032 -11.6255129174963 -12.2873345536147 -14.3607823821999 -11.1548939386559 -13.8779349259236 -8.58532250383264 -11.9181346754412 -15.4851596937366 -11.0468650558469 -11.9344923348982 -13.8644272799499 -11.2406130650562 -9.72329890789279 -12.6833910168251 -13.1317656136026 -14.9610985531508 -10.3089185626034 -11.6976538883954 -11.3823824932747 -8.86714765147187 -11.0263394047282 -10.4345107069845 -12.7654673267712 -9.6419994689499 -6.71764447034877 -10.5347364164199 -14.3309659617334 -5.52822434518581 -15.1195243288875 -15.9765977023268 -6.55394577136434 -12.9367614380298 -13.3719092330817 -11.7006271952766 -11.7616511911319 -15.8610408633961 -14.8029577913821 -9.03600237940332 -6.14454814095995 -14.3914621322501 -9.72048229510567 -8.60157333696558 -8.93574787372395 -12.0713994445414 -12.6164018465737 -12.1423228554402 -13.5406835344838 -17.9588969762877 -9.59953148072252 -12.1327307155368 -11.9432350354789 -11.8377412400024 -12.5424554378932 -9.00901890236225 -6.12338708780962 -5.4268725793519 -14.9574973901593 -10.2093361799981 -6.37741863919628 -14.1110498127301
"173" -14.4279537552344 -13.3225829957731 -8.19169535084814 -12.0970911873753 -8.96409863290406 -19.4660341070201 -16.0250580342297 -11.8750031391108 -10.4797088420354 -11.0434248353261 -9.07052488186271 -11.4356908053048 -6.29472599540746 -9.06899281986819 -13.7293586426019 -17.916537209991 -14.8683311767736 -9.62986733668301 -13.330639645736 -11.9071956656011 -16.7439223340459 -9.30181476671084 -13.3767792938354 -8.36726761671485 -8.52637937083458 -10.1499762869841 -13.3768132481493 -6.44945801964454 -10.8952716690377 -12.9938929826599 -10.9233815315162 -11.0137285775854 -15.2998291407901 -18.5917232639738 -14.416889254396 -8.91556309544621 -7.57170234761511 -12.5268774729727 -17.7452943182933 -6.10285870499463 -11.6848149106848 -12.5005119662561 -14.5387324693327 -10.8443922934566 -13.4822123684202 -8.36677865795248 -11.5467641014408 -15.1887917966223 -10.6464250064967 -11.8620674259748 -13.9888825372193 -11.3533996450228 -9.76421842656923 -12.8127681791182 -12.7496974560429 -14.5023186834802 -10.4684371795386 -11.9138305045562 -11.5435254981685 -9.00404392324632 -10.4560092383827 -10.6633058277708 -12.6994373354453 -9.87590382329895 -6.46078681511564 -10.7023967285455 -14.5090634611817 -5.57229381972926 -15.1265693662688 -16.0706017349564 -6.53183367804397 -13.008386995736 -13.1599608850164 -11.4051435495375 -11.9904503754226 -15.7507212132435 -14.6951520772362 -8.99849773433918 -6.33501154804561 -14.5673135797758 -9.90161783505039 -8.5897721561685 -8.77723442059606 -12.0839954994888 -12.209125671865 -12.1870135008993 -13.7735480357793 -18.08343786956 -9.6950702473311 -11.9427179518476 -12.0549064979661 -12.076217152769 -12.7659114949991 -8.95021673706049 -5.7883341888078 -5.4459436255113 -15.1907732605136 -10.3725585276812 -6.56570972381982 -14.1436679362463
"174" -14.3296670708747 -13.3166695564717 -8.05028838385111 -12.0089277568475 -8.73750157041926 -19.5307986121657 -16.0158897669396 -11.7757689708669 -10.5454101885868 -11.0002046127768 -9.06779727382787 -11.4266523615952 -6.38852347450827 -9.13436950127105 -13.803887658672 -17.9762508909238 -14.735030393686 -9.54923623997521 -12.5315377360035 -11.9923205905367 -16.8220218743341 -9.38681594817661 -13.4889730007749 -8.26390903839986 -8.63797937103006 -10.2306836498457 -13.4488922113989 -6.53687341034987 -11.0110975739379 -13.1100438110261 -11.0376448601969 -11.103747550774 -15.2452251696519 -18.5237531080774 -14.4835485575262 -8.34924470266649 -7.22464485161223 -11.802703883513 -17.6605009961972 -6.14262437935595 -11.700026322056 -12.5676757306375 -14.3594416810709 -10.5806818071166 -13.1639690997918 -8.21746031739474 -11.5859261684527 -15.2918689589972 -10.5654773348364 -11.6971202517576 -13.8820530123883 -11.177014099764 -9.83628013988573 -12.8946398473379 -12.6557242806995 -14.4801301558986 -10.4755477677764 -11.6020259523592 -11.57420989309 -9.11039182951612 -10.5602917848806 -10.7695612575392 -12.5695163402595 -9.83413378520432 -6.25848324995413 -10.5695146335162 -14.5081479273565 -5.42029578448107 -14.8486106696002 -16.1267408744271 -6.43982932147629 -13.0885695182559 -13.1011789326428 -11.3128699068549 -12.099621953347 -15.8544710393072 -14.3336535741265 -9.06472928125468 -6.44273973999763 -14.6711377348202 -9.96122697483279 -8.4141723893876 -8.81479035529751 -12.2007530349706 -11.839591163687 -12.2904423928047 -13.712524048373 -18.0246333303898 -9.48303461443112 -12.0373194127715 -12.0074971525487 -11.9782230414634 -12.8702627437497 -9.01505053973808 -5.65094718520986 -5.52989273311351 -14.8460866626986 -10.3573318751481 -6.12047618165312 -13.9522934312676
"175" -14.2501426857585 -13.3960813061508 -8.12757773144999 -12.0318979189671 -8.67658712254524 -19.5998729865704 -16.0039214239052 -11.8550399748192 -10.6105535552886 -10.4374083796518 -8.95312771845407 -11.5062315044404 -6.44851637737252 -9.18400894027867 -13.7624979790397 -18.0198766071763 -14.7998544630089 -9.52565150095499 -12.6121300645092 -11.8049427178452 -16.8713667414829 -9.46217924788799 -13.415781281144 -8.20592790688193 -8.71547727132887 -10.1757209686433 -13.4654902448329 -6.33421207224456 -10.7915548693008 -13.188000737543 -10.7765704772041 -11.1497587923459 -14.5916120327083 -18.4679163824658 -13.8136062970708 -8.40342134755747 -7.27862606762377 -11.8450795287306 -17.5615531698361 -6.1935559477226 -11.7024235821577 -12.4276992097677 -14.2542275730721 -10.6476327289792 -13.2353545038702 -8.23999256171093 -11.6430308750573 -15.3452955924331 -10.5553822277776 -11.6866298615615 -13.7064693654032 -11.2450610978861 -9.89292285505301 -12.9481798675226 -12.6328305053301 -14.4966327108115 -9.9076067116602 -11.6819104630923 -11.574962724972 -8.72945809644703 -10.6066993716855 -10.7297360289574 -12.4397726905824 -9.91193869698961 -6.27061857167479 -10.4198406449124 -14.5256756937695 -5.43789691552572 -14.6268624363985 -16.1837139442913 -6.51530899777049 -13.1639158568023 -12.8640667314037 -11.3880326714607 -11.9102952084593 -15.9326883087974 -14.410276164797 -9.14220095861322 -6.47255416943768 -14.5901752813847 -10.0083338797236 -8.48876457610197 -8.76253639450206 -12.2271211096298 -11.8179182321872 -12.2820729733128 -13.7194101498795 -18.0922716767708 -9.52978006981486 -12.0669093362445 -11.9364917819298 -12.033747247104 -12.4734241113224 -9.06319800484619 -5.67228341787627 -5.60297608965477 -14.9186179607621 -10.4305767175877 -6.05646543005249 -14.0075117292503
"176" -14.4449744118966 -12.7323654866864 -8.27234421409169 -11.5477833754333 -8.30474960272494 -19.3357677701358 -15.9549449697403 -11.9499757257071 -10.8202550495399 -9.86376896623671 -9.29400779902945 -11.3520728252649 -6.26517700602811 -9.13170540349877 -14.1611370826786 -18.0439890722553 -15.0419086225125 -9.41931393577882 -12.2992366678946 -11.4957533537204 -17.3199445885439 -9.62517977247921 -13.593731435935 -8.05832702323115 -9.2634718275723 -10.4407665181443 -14.1294687486189 -5.9630426932662 -10.422759673914 -13.031501631831 -10.8811979114682 -11.152625889528 -14.7352369510976 -18.4226696947319 -14.287059159271 -8.27551285531425 -7.46533202641595 -12.092135594673 -18.0222981210641 -6.10073311400121 -11.5522967905276 -12.0537406648847 -14.5465117360524 -10.5368842619744 -13.5245936929637 -7.70021582273046 -11.4103853326804 -15.8051076959003 -9.95318783573267 -11.4759452574076 -14.0627178494915 -11.3892586699237 -9.63187123434153 -13.0080509854615 -12.3395888932449 -15.2241373883391 -9.98842303890179 -11.9630742714169 -11.2329890985265 -9.24817538110179 -11.0667566000719 -10.7291686483888 -12.9511456267917 -9.54425220628312 -6.34723657075218 -10.1935615928921 -14.9271500134595 -5.76502009503588 -14.5286297371165 -15.5788960603648 -6.46690015960352 -13.5392737908902 -12.711205898812 -11.9443267160029 -11.9447389088801 -15.6047135319449 -14.4278742581525 -9.01707863414794 -6.68005222844603 -15.1876185192125 -10.5873130209235 -8.58282558599801 -9.28065330203076 -12.869422031665 -12.5459561271182 -12.1819744611553 -14.1305774896116 -17.3911707540005 -9.97603628482797 -12.1550640391584 -11.1551733570904 -12.6883010363604 -12.7952805051643 -9.50114540691684 -5.7438456682068 -5.0463127416617 -15.0606726677645 -10.5927289032993 -5.81207721928325 -12.7135381956217
